id,gender,mean,median,std,q1,q3,inter_q,skewness,kurtosis,peak_lo,peak_hi,pratio,pratio_submin
anonymous-20130702-vny,M,189.68136259789702,188.6990320352229,59.207472841893434,142.42855331915433,242.06149193548384,99.63293861632955,-0.0432724617194415,1.8273177575180968,163.74292046294013,237.17217787913341,1.0186570108433592,1.0218726560011242
anonymous-20090711-zoe,M,178.0553613589715,184.29629629629628,62.923844301096004,116.41379310344827,235.14285714285717,118.72906403940887,0.09968690002139066,1.5086364266459689,109.92592592592592,226.57142857142856,0.5620325002164122,0.5232101088176048
mk-20120531-ctv,M,225.46614237534152,235.0,43.94027606912453,205.40540540540542,255.0,49.594594594594575,-0.9836376713523031,3.576806425564476,115.24324324324327,238.20408163265304,6.937836752621533,7.169154848490847
ductapeguy-20070619-com,M,200.77252946479783,195.80068657976074,50.433012358726394,164.27136756303506,239.01831762404407,74.74695006100902,0.10056300538212733,2.266520182506328,179.62703085892858,186.88388248819743,1.0354068229078186,1.0360567293798455
zlp-20100110-hpf,M,162.6738188534709,161.67441860465115,62.18016768947635,101.5813953488372,207.05882352941174,105.47742818057456,0.33426847785717306,1.9952155498262607,87.44186046511628,180.0,0.5603730750469339,0.4542726726692141
LuisManuelPradoMoreno-20130104-wna,M,191.4253590281691,178.71698113207546,59.05046436871546,134.83636363636364,247.0769230769231,112.24055944055945,0.16388965689602694,1.6783919281665247,129.4857142857143,180.0,0.5887711627929649,0.5750946662797697
Megan-20160212-zae,F,167.2465467411954,161.61943319838056,58.642709538775655,115.01945525291828,210.42801556420238,95.40856031128405,0.4016533044567063,1.965259824914224,116.88715953307393,180.0,0.5250257426665489,0.4887413925538398
pcsnpny-20150204-iev,M,223.62606794924892,239.2,54.90667276896924,205.16666666666663,261.39130434782606,56.22463768115941,-1.058966998878315,3.1206045008311545,118.6086956521739,236.0,3.924290763146668,5.504256426146041
anonymous-20090608-leu,F,208.33879926172256,201.54838709677415,43.482410884538545,175.4285714285714,243.42857142857144,68.0,0.09037405214638568,2.5334042042714056,173.86666666666667,191.74193548387098,0.8876417046379741,0.8841160130622523
pcsnpny-20150307-doe,M,227.37171559185444,235.48717948717945,50.9294556633583,209.6,265.8,56.19999999999999,-1.0816532835660022,3.6210743069405864,115.13043478260867,232.0,5.325129503825487,8.355069349936905
akiplaner-20091214-kar,M,186.53485234772631,175.36363636363637,56.66098281180411,139.27272727272728,234.8,95.5272727272727,0.33188010739672963,1.9217700830610596,139.9090909090909,180.0,0.5243700745228355,0.5014291470093237
doublesfrogs-20150224-kza,M,194.13207406862315,205.1282051282051,60.494110625736816,135.48387096774192,243.55555555555557,108.07168458781362,-0.11362623535789056,1.7476998742286742,137.1851851851852,242.66666666666663,1.020884336225622,1.0218904703229996
necrose99-20080308-wvg,M,158.54296071436562,150.7924528301887,46.068671434185276,129.41176470588235,173.33333333333337,43.921568627451,1.1282395887844692,4.070297762928431,153.45454545454547,180.0,0.3130272964477757,0.2927200973956405
anonymous-20141225-jpm,M,177.60469272701408,164.078431372549,55.558814289986884,138.41860465116278,210.22222222222217,71.80361757105942,0.606564211042931,2.429640366327169,143.8139534883721,180.0,0.5416999234673677,0.4584776255040048
anonymous-20150121-dot,M,198.47119448618764,195.27272727272728,62.05270096949896,140.7179487179487,258.6666666666667,117.94871794871797,0.00384295889530193,1.6011281660985552,129.84615384615384,289.0,0.9907790870331328,0.9899749322360281
Emil-20130420-opl,M,170.41155648245658,148.15384615384616,61.22860551279335,113.3846153846154,231.64444444444442,118.25982905982906,0.244887888588956,1.4314598974261146,114.08695652173913,238.46153846153848,0.3673153653376833,0.3510331214184833
geon-20080517-hop,M,188.79887270892158,179.45945945945945,60.193064685345576,130.8108108108108,243.5,112.68918918918921,0.10523235788742936,1.535059420525131,119.7837837837838,233.25,0.7306048845717849,0.7157388554270445
anonymous-20081014-xmt,M,181.316133490466,182.46153846153848,63.755212947953474,119.55555555555556,233.06666666666663,113.51111111111112,-0.026872183506252114,1.8708374320413284,89.19148936170212,182.53061224489795,0.997864912143418,0.9974640358798944
azmisov-20140430-mqe,M,184.39042742013456,188.8,62.85583840580867,125.0909090909091,241.33333333333331,116.24242424242424,0.04478948540131805,1.5833516242632135,120.3720930232558,247.7333333333333,0.8185236043447788,0.7814755118662376
anonymous-20120408-erw,M,196.12677219480358,213.24137931034485,59.55491183187562,130.8148148148148,246.16666666666663,115.35185185185185,-0.3295894885466092,1.7219464672690379,120.0,229.6,0.8680428458322725,0.8544348131697759
rortiz-20160226-pux,M,209.77088787437683,212.0,58.06508967653312,160.13114754098362,263.7866666666667,103.65551912568309,-0.17904670436083314,1.7757472510463108,167.27272727272728,290.8493150684931,1.5271440050690597,1.5604013029231214
anonymous-20130510-mrm,M,196.9325702089253,198.74285714285716,60.80932321687622,155.75,248.28571428571428,92.53571428571428,-0.2426971293822043,2.0398500249005367,174.43478260869563,196.5,1.0900151120806942,1.108853720513552
anonymous-20100720-hyh,M,215.75994758221756,224.19047619047615,53.69805434338213,176.27586206896552,261.84615384615387,85.57029177718834,-0.5270513296253906,2.2559092691813043,136.57142857142856,225.3333333333333,2.396345401114046,2.4267711584328233
pcsnpny-20150204-oim,M,224.27157161699446,244.7692307692308,58.72592510655314,194.66666666666663,268.2352941176471,73.56862745098043,-0.9684994193712504,2.705875281125888,130.66666666666666,264.44444444444446,3.398486896409864,4.516546787024293
